###########################################################
#        Neutrino flux table for JHF 50GeV-PS              
# hbk2tbl.kumac File=results/nusk2011-2020.80m.hbk
# nupc06.kek.jp
# /export/nupc06/work1/kobayasi/50gev/beam/0101
# Mon Mar 19 07:28:52 JST 2001
# Takashi Kobayashi (takashi.kobayashi@kek.jp)
# unit is /bin/cm^2/10^21POT
###########################################################
#  Enu(GeV)     Fnue        Fnumu            Fnuebar     Fnumebar      
  0.050       0.61674E+04 0.47600E+05  0.0   0.31348E+03 0.56200E+05   0.0
 30.050       0.00000E+00 0.00000E+00  0.0   0.00000E+00 0.00000E+00   0.0
 30.150       0.00000E+00 0.00000E+00  0.0   0.00000E+00 0.00000E+00   0.0
 30.250       0.00000E+00 0.00000E+00  0.0   0.00000E+00 0.00000E+00   0.0
 30.350       0.00000E+00 0.00000E+00  0.0   0.00000E+00 0.00000E+00   0.0
 30.450       0.00000E+00 0.00000E+00  0.0   0.00000E+00 0.00000E+00   0.0
 30.550       0.00000E+00 0.00000E+00  0.0   0.00000E+00 0.00000E+00   0.0
 30.650       0.00000E+00 0.00000E+00  0.0   0.00000E+00 0.00000E+00   0.0
 30.750       0.00000E+00 0.00000E+00  0.0   0.00000E+00 0.00000E+00   0.0
 30.850       0.00000E+00 0.00000E+00  0.0   0.00000E+00 0.00000E+00   0.0
 30.950       0.00000E+00 0.00000E+00  0.0   0.00000E+00 0.00000E+00   0.0
 31.050       0.00000E+00 0.00000E+00  0.0   0.00000E+00 0.00000E+00   0.0
 31.150       0.00000E+00 0.00000E+00  0.0   0.00000E+00 0.00000E+00   0.0
 31.250       0.00000E+00 0.00000E+00  0.0   0.00000E+00 0.00000E+00   0.0
 31.350       0.00000E+00 0.00000E+00  0.0   0.00000E+00 0.00000E+00   0.0
 31.450       0.00000E+00 0.00000E+00  0.0   0.00000E+00 0.00000E+00   0.0
 31.550       0.00000E+00 0.00000E+00  0.0   0.00000E+00 0.00000E+00   0.0
 31.650       0.00000E+00 0.00000E+00  0.0   0.00000E+00 0.00000E+00   0.0
 31.750       0.00000E+00 0.00000E+00  0.0   0.00000E+00 0.00000E+00   0.0
 31.850       0.00000E+00 0.00000E+00  0.0   0.00000E+00 0.00000E+00   0.0
 31.950       0.00000E+00 0.00000E+00  0.0   0.00000E+00 0.00000E+00   0.0
 32.050       0.00000E+00 0.00000E+00  0.0   0.00000E+00 0.00000E+00   0.0
 32.150       0.00000E+00 0.00000E+00  0.0   0.00000E+00 0.00000E+00   0.0
 32.250       0.00000E+00 0.00000E+00  0.0   0.00000E+00 0.00000E+00   0.0
 32.350       0.00000E+00 0.00000E+00  0.0   0.00000E+00 0.00000E+00   0.0
 32.450       0.00000E+00 0.00000E+00  0.0   0.00000E+00 0.00000E+00   0.0
 32.550       0.00000E+00 0.00000E+00  0.0   0.00000E+00 0.00000E+00   0.0
 32.650       0.00000E+00 0.00000E+00  0.0   0.00000E+00 0.00000E+00   0.0
 32.750       0.00000E+00 0.00000E+00  0.0   0.00000E+00 0.00000E+00   0.0
 32.850       0.00000E+00 0.00000E+00  0.0   0.00000E+00 0.00000E+00   0.0
 32.950       0.00000E+00 0.00000E+00  0.0   0.00000E+00 0.00000E+00   0.0
 33.050       0.00000E+00 0.00000E+00  0.0   0.00000E+00 0.00000E+00   0.0
 33.150       0.00000E+00 0.00000E+00  0.0   0.00000E+00 0.00000E+00   0.0
 33.250       0.00000E+00 0.00000E+00  0.0   0.00000E+00 0.00000E+00   0.0
 33.350       0.00000E+00 0.00000E+00  0.0   0.00000E+00 0.00000E+00   0.0
 33.450       0.00000E+00 0.00000E+00  0.0   0.00000E+00 0.00000E+00   0.0
 33.550       0.00000E+00 0.00000E+00  0.0   0.00000E+00 0.00000E+00   0.0
 33.650       0.00000E+00 0.00000E+00  0.0   0.00000E+00 0.00000E+00   0.0
 33.750       0.00000E+00 0.00000E+00  0.0   0.00000E+00 0.00000E+00   0.0
 33.850       0.00000E+00 0.00000E+00  0.0   0.00000E+00 0.00000E+00   0.0
 33.950       0.00000E+00 0.00000E+00  0.0   0.00000E+00 0.00000E+00   0.0
 34.050       0.00000E+00 0.00000E+00  0.0   0.00000E+00 0.00000E+00   0.0
 34.150       0.00000E+00 0.00000E+00  0.0   0.00000E+00 0.00000E+00   0.0
 34.250       0.00000E+00 0.00000E+00  0.0   0.00000E+00 0.00000E+00   0.0
 34.350       0.00000E+00 0.00000E+00  0.0   0.00000E+00 0.00000E+00   0.0
 34.450       0.00000E+00 0.00000E+00  0.0   0.00000E+00 0.00000E+00   0.0
 34.550       0.00000E+00 0.00000E+00  0.0   0.00000E+00 0.00000E+00   0.0
 34.650       0.00000E+00 0.00000E+00  0.0   0.00000E+00 0.00000E+00   0.0
 34.750       0.00000E+00 0.00000E+00  0.0   0.00000E+00 0.00000E+00   0.0
 34.850       0.00000E+00 0.00000E+00  0.0   0.00000E+00 0.00000E+00   0.0
 34.950       0.00000E+00 0.00000E+00  0.0   0.00000E+00 0.00000E+00   0.0
 35.050       0.00000E+00 0.00000E+00  0.0   0.00000E+00 0.00000E+00   0.0
 35.150       0.00000E+00 0.00000E+00  0.0   0.00000E+00 0.00000E+00   0.0
 35.250       0.00000E+00 0.00000E+00  0.0   0.00000E+00 0.00000E+00   0.0
 35.350       0.00000E+00 0.00000E+00  0.0   0.00000E+00 0.00000E+00   0.0
 35.450       0.00000E+00 0.00000E+00  0.0   0.00000E+00 0.00000E+00   0.0
 35.550       0.00000E+00 0.00000E+00  0.0   0.00000E+00 0.00000E+00   0.0
 35.650       0.00000E+00 0.00000E+00  0.0   0.00000E+00 0.00000E+00   0.0
 35.750       0.00000E+00 0.00000E+00  0.0   0.00000E+00 0.00000E+00   0.0
 35.850       0.00000E+00 0.00000E+00  0.0   0.00000E+00 0.00000E+00   0.0
 35.950       0.00000E+00 0.00000E+00  0.0   0.00000E+00 0.00000E+00   0.0
 36.050       0.00000E+00 0.00000E+00  0.0   0.00000E+00 0.00000E+00   0.0
 36.150       0.00000E+00 0.00000E+00  0.0   0.00000E+00 0.00000E+00   0.0
 36.250       0.00000E+00 0.00000E+00  0.0   0.00000E+00 0.00000E+00   0.0
 36.350       0.00000E+00 0.00000E+00  0.0   0.00000E+00 0.00000E+00   0.0
 36.450       0.00000E+00 0.00000E+00  0.0   0.00000E+00 0.00000E+00   0.0
 36.550       0.00000E+00 0.00000E+00  0.0   0.00000E+00 0.00000E+00   0.0
 36.650       0.00000E+00 0.00000E+00  0.0   0.00000E+00 0.00000E+00   0.0
 36.750       0.00000E+00 0.00000E+00  0.0   0.00000E+00 0.00000E+00   0.0
 36.850       0.00000E+00 0.00000E+00  0.0   0.00000E+00 0.00000E+00   0.0
 36.950       0.00000E+00 0.00000E+00  0.0   0.00000E+00 0.00000E+00   0.0
 37.050       0.00000E+00 0.00000E+00  0.0   0.00000E+00 0.00000E+00   0.0
 37.150       0.00000E+00 0.00000E+00  0.0   0.00000E+00 0.00000E+00   0.0
 37.250       0.00000E+00 0.00000E+00  0.0   0.00000E+00 0.00000E+00   0.0
 37.350       0.00000E+00 0.00000E+00  0.0   0.00000E+00 0.00000E+00   0.0
 37.450       0.00000E+00 0.00000E+00  0.0   0.00000E+00 0.00000E+00   0.0
 37.550       0.00000E+00 0.00000E+00  0.0   0.00000E+00 0.00000E+00   0.0
 37.650       0.00000E+00 0.00000E+00  0.0   0.00000E+00 0.00000E+00   0.0
 37.750       0.00000E+00 0.00000E+00  0.0   0.00000E+00 0.00000E+00   0.0
 37.850       0.00000E+00 0.00000E+00  0.0   0.00000E+00 0.00000E+00   0.0
 37.950       0.00000E+00 0.00000E+00  0.0   0.00000E+00 0.00000E+00   0.0
 38.050       0.00000E+00 0.00000E+00  0.0   0.00000E+00 0.00000E+00   0.0
 38.150       0.00000E+00 0.00000E+00  0.0   0.00000E+00 0.00000E+00   0.0
 38.250       0.00000E+00 0.00000E+00  0.0   0.00000E+00 0.00000E+00   0.0
 38.350       0.00000E+00 0.00000E+00  0.0   0.00000E+00 0.00000E+00   0.0
 38.450       0.00000E+00 0.00000E+00  0.0   0.00000E+00 0.00000E+00   0.0
 38.550       0.00000E+00 0.00000E+00  0.0   0.00000E+00 0.00000E+00   0.0
 38.650       0.00000E+00 0.00000E+00  0.0   0.00000E+00 0.00000E+00   0.0
 38.750       0.00000E+00 0.00000E+00  0.0   0.00000E+00 0.00000E+00   0.0
 38.850       0.00000E+00 0.00000E+00  0.0   0.00000E+00 0.00000E+00   0.0
 38.950       0.00000E+00 0.00000E+00  0.0   0.00000E+00 0.00000E+00   0.0
 39.050       0.00000E+00 0.00000E+00  0.0   0.00000E+00 0.00000E+00   0.0
 39.150       0.00000E+00 0.00000E+00  0.0   0.00000E+00 0.00000E+00   0.0
 39.250       0.00000E+00 0.00000E+00  0.0   0.00000E+00 0.00000E+00   0.0
 39.350       0.00000E+00 0.00000E+00  0.0   0.00000E+00 0.00000E+00   0.0
 39.450       0.00000E+00 0.00000E+00  0.0   0.00000E+00 0.00000E+00   0.0
 39.550       0.00000E+00 0.00000E+00  0.0   0.00000E+00 0.00000E+00   0.0
 39.650       0.00000E+00 0.00000E+00  0.0   0.00000E+00 0.00000E+00   0.0
 39.750       0.00000E+00 0.00000E+00  0.0   0.00000E+00 0.00000E+00   0.0
 39.850       0.00000E+00 0.00000E+00  0.0   0.00000E+00 0.00000E+00   0.0
 39.950       0.00000E+00 0.00000E+00  0.0   0.00000E+00 0.00000E+00   0.0
 40.050       0.00000E+00 0.00000E+00  0.0   0.00000E+00 0.00000E+00   0.0
 40.150       0.00000E+00 0.00000E+00  0.0   0.00000E+00 0.00000E+00   0.0
 40.250       0.00000E+00 0.00000E+00  0.0   0.00000E+00 0.00000E+00   0.0
 40.350       0.00000E+00 0.00000E+00  0.0   0.00000E+00 0.00000E+00   0.0
 40.450       0.00000E+00 0.00000E+00  0.0   0.00000E+00 0.00000E+00   0.0
 40.550       0.00000E+00 0.00000E+00  0.0   0.00000E+00 0.00000E+00   0.0
 40.650       0.00000E+00 0.00000E+00  0.0   0.00000E+00 0.00000E+00   0.0
 40.750       0.00000E+00 0.00000E+00  0.0   0.00000E+00 0.00000E+00   0.0
 40.850       0.00000E+00 0.00000E+00  0.0   0.00000E+00 0.00000E+00   0.0
 40.950       0.00000E+00 0.00000E+00  0.0   0.00000E+00 0.00000E+00   0.0
 41.050       0.00000E+00 0.00000E+00  0.0   0.00000E+00 0.00000E+00   0.0
 41.150       0.00000E+00 0.00000E+00  0.0   0.00000E+00 0.00000E+00   0.0
 41.250       0.00000E+00 0.00000E+00  0.0   0.00000E+00 0.00000E+00   0.0
 41.350       0.00000E+00 0.00000E+00  0.0   0.00000E+00 0.00000E+00   0.0
 41.450       0.00000E+00 0.00000E+00  0.0   0.00000E+00 0.00000E+00   0.0
 41.550       0.00000E+00 0.00000E+00  0.0   0.00000E+00 0.00000E+00   0.0
 41.650       0.00000E+00 0.00000E+00  0.0   0.00000E+00 0.00000E+00   0.0
 41.750       0.00000E+00 0.00000E+00  0.0   0.00000E+00 0.00000E+00   0.0
 41.850       0.00000E+00 0.00000E+00  0.0   0.00000E+00 0.00000E+00   0.0
 41.950       0.00000E+00 0.00000E+00  0.0   0.00000E+00 0.00000E+00   0.0
 42.050       0.00000E+00 0.00000E+00  0.0   0.00000E+00 0.00000E+00   0.0
 42.150       0.00000E+00 0.00000E+00  0.0   0.00000E+00 0.00000E+00   0.0
 42.250       0.00000E+00 0.00000E+00  0.0   0.00000E+00 0.00000E+00   0.0
 42.350       0.00000E+00 0.00000E+00  0.0   0.00000E+00 0.00000E+00   0.0
 42.450       0.00000E+00 0.00000E+00  0.0   0.00000E+00 0.00000E+00   0.0
 42.550       0.00000E+00 0.00000E+00  0.0   0.00000E+00 0.00000E+00   0.0
 42.650       0.00000E+00 0.00000E+00  0.0   0.00000E+00 0.00000E+00   0.0
 42.750       0.00000E+00 0.00000E+00  0.0   0.00000E+00 0.00000E+00   0.0
 42.850       0.00000E+00 0.00000E+00  0.0   0.00000E+00 0.00000E+00   0.0
 42.950       0.00000E+00 0.00000E+00  0.0   0.00000E+00 0.00000E+00   0.0
 43.050       0.00000E+00 0.00000E+00  0.0   0.00000E+00 0.00000E+00   0.0
 43.150       0.00000E+00 0.00000E+00  0.0   0.00000E+00 0.00000E+00   0.0
 43.250       0.00000E+00 0.00000E+00  0.0   0.00000E+00 0.00000E+00   0.0
 43.350       0.00000E+00 0.00000E+00  0.0   0.00000E+00 0.00000E+00   0.0
 43.450       0.00000E+00 0.00000E+00  0.0   0.00000E+00 0.00000E+00   0.0
 43.550       0.00000E+00 0.00000E+00  0.0   0.00000E+00 0.00000E+00   0.0
 43.650       0.00000E+00 0.00000E+00  0.0   0.00000E+00 0.00000E+00   0.0
 43.750       0.00000E+00 0.00000E+00  0.0   0.00000E+00 0.00000E+00   0.0
 43.850       0.00000E+00 0.00000E+00  0.0   0.00000E+00 0.00000E+00   0.0
 43.950       0.00000E+00 0.00000E+00  0.0   0.00000E+00 0.00000E+00   0.0
 44.050       0.00000E+00 0.00000E+00  0.0   0.00000E+00 0.00000E+00   0.0
 44.150       0.00000E+00 0.00000E+00  0.0   0.00000E+00 0.00000E+00   0.0
 44.250       0.00000E+00 0.00000E+00  0.0   0.00000E+00 0.00000E+00   0.0
 44.350       0.00000E+00 0.00000E+00  0.0   0.00000E+00 0.00000E+00   0.0
 44.450       0.00000E+00 0.00000E+00  0.0   0.00000E+00 0.00000E+00   0.0
 44.550       0.00000E+00 0.00000E+00  0.0   0.00000E+00 0.00000E+00   0.0
 44.650       0.00000E+00 0.00000E+00  0.0   0.00000E+00 0.00000E+00   0.0
 44.750       0.00000E+00 0.00000E+00  0.0   0.00000E+00 0.00000E+00   0.0
 44.850       0.00000E+00 0.00000E+00  0.0   0.00000E+00 0.00000E+00   0.0
 44.950       0.00000E+00 0.00000E+00  0.0   0.00000E+00 0.00000E+00   0.0
 45.050       0.00000E+00 0.00000E+00  0.0   0.00000E+00 0.00000E+00   0.0
 45.150       0.00000E+00 0.00000E+00  0.0   0.00000E+00 0.00000E+00   0.0
 45.250       0.00000E+00 0.00000E+00  0.0   0.00000E+00 0.00000E+00   0.0
 45.350       0.00000E+00 0.00000E+00  0.0   0.00000E+00 0.00000E+00   0.0
 45.450       0.00000E+00 0.00000E+00  0.0   0.00000E+00 0.00000E+00   0.0
 45.550       0.00000E+00 0.00000E+00  0.0   0.00000E+00 0.00000E+00   0.0
 45.650       0.00000E+00 0.00000E+00  0.0   0.00000E+00 0.00000E+00   0.0
 45.750       0.00000E+00 0.00000E+00  0.0   0.00000E+00 0.00000E+00   0.0
 45.850       0.00000E+00 0.00000E+00  0.0   0.00000E+00 0.00000E+00   0.0
 45.950       0.00000E+00 0.00000E+00  0.0   0.00000E+00 0.00000E+00   0.0
 46.050       0.00000E+00 0.00000E+00  0.0   0.00000E+00 0.00000E+00   0.0
 46.150       0.00000E+00 0.00000E+00  0.0   0.00000E+00 0.00000E+00   0.0
 46.250       0.00000E+00 0.00000E+00  0.0   0.00000E+00 0.00000E+00   0.0
 46.350       0.00000E+00 0.00000E+00  0.0   0.00000E+00 0.00000E+00   0.0
 46.450       0.00000E+00 0.00000E+00  0.0   0.00000E+00 0.00000E+00   0.0
 46.550       0.00000E+00 0.00000E+00  0.0   0.00000E+00 0.00000E+00   0.0
 46.650       0.00000E+00 0.00000E+00  0.0   0.00000E+00 0.00000E+00   0.0
 46.750       0.00000E+00 0.00000E+00  0.0   0.00000E+00 0.00000E+00   0.0
 46.850       0.00000E+00 0.00000E+00  0.0   0.00000E+00 0.00000E+00   0.0
 46.950       0.00000E+00 0.00000E+00  0.0   0.00000E+00 0.00000E+00   0.0
 47.050       0.00000E+00 0.00000E+00  0.0   0.00000E+00 0.00000E+00   0.0
 47.150       0.00000E+00 0.00000E+00  0.0   0.00000E+00 0.00000E+00   0.0
 47.250       0.00000E+00 0.00000E+00  0.0   0.00000E+00 0.00000E+00   0.0
 47.350       0.00000E+00 0.00000E+00  0.0   0.00000E+00 0.00000E+00   0.0
 47.450       0.00000E+00 0.00000E+00  0.0   0.00000E+00 0.00000E+00   0.0
 47.550       0.00000E+00 0.00000E+00  0.0   0.00000E+00 0.00000E+00   0.0
 47.650       0.00000E+00 0.00000E+00  0.0   0.00000E+00 0.00000E+00   0.0
 47.750       0.00000E+00 0.00000E+00  0.0   0.00000E+00 0.00000E+00   0.0
 47.850       0.00000E+00 0.00000E+00  0.0   0.00000E+00 0.00000E+00   0.0
 47.950       0.00000E+00 0.00000E+00  0.0   0.00000E+00 0.00000E+00   0.0
 48.050       0.00000E+00 0.00000E+00  0.0   0.00000E+00 0.00000E+00   0.0
 48.150       0.00000E+00 0.00000E+00  0.0   0.00000E+00 0.00000E+00   0.0
 48.250       0.00000E+00 0.00000E+00  0.0   0.00000E+00 0.00000E+00   0.0
 48.350       0.00000E+00 0.00000E+00  0.0   0.00000E+00 0.00000E+00   0.0
 48.450       0.00000E+00 0.00000E+00  0.0   0.00000E+00 0.00000E+00   0.0
 48.550       0.00000E+00 0.00000E+00  0.0   0.00000E+00 0.00000E+00   0.0
 48.650       0.00000E+00 0.00000E+00  0.0   0.00000E+00 0.00000E+00   0.0
 48.750       0.00000E+00 0.00000E+00  0.0   0.00000E+00 0.00000E+00   0.0
 48.850       0.00000E+00 0.00000E+00  0.0   0.00000E+00 0.00000E+00   0.0
 48.950       0.00000E+00 0.00000E+00  0.0   0.00000E+00 0.00000E+00   0.0
 49.050       0.00000E+00 0.00000E+00  0.0   0.00000E+00 0.00000E+00   0.0
 49.150       0.00000E+00 0.00000E+00  0.0   0.00000E+00 0.00000E+00   0.0
 49.250       0.00000E+00 0.00000E+00  0.0   0.00000E+00 0.00000E+00   0.0
 49.350       0.00000E+00 0.00000E+00  0.0   0.00000E+00 0.00000E+00   0.0
 49.450       0.00000E+00 0.00000E+00  0.0   0.00000E+00 0.00000E+00   0.0
 49.550       0.00000E+00 0.00000E+00  0.0   0.00000E+00 0.00000E+00   0.0
 49.650       0.00000E+00 0.00000E+00  0.0   0.00000E+00 0.00000E+00   0.0
 49.750       0.00000E+00 0.00000E+00  0.0   0.00000E+00 0.00000E+00   0.0
 49.850       0.00000E+00 0.00000E+00  0.0   0.00000E+00 0.00000E+00   0.0
 49.950       0.00000E+00 0.00000E+00  0.0   0.00000E+00 0.00000E+00   0.0
 50.000       0.00000E+00 0.00000E+00  0.0   0.00000E+00 0.00000E+00   0.0
